"","KO","Metabolism","Pathway","Subpathway","Name"
"1973","K21318","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bmoY; butane monooxygenase beta subunit [EC:1.14.13.230]"
"1974","K21319","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bmoZ; butane monooxygenase gamma subunit [EC:1.14.13.230]"
"1975","K21320","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bmoC; butane monooxygenase reductase"
"1976","K21321","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bmoB; butane monooxygenase regulatory protein"
"1977","K21322","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bmoD; butane monooxygenase hypothetical assembly protein"
"1978","K16157","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","mmoX; methane monooxygenase component A alpha chain [EC:1.14.13.25]"
"1979","K16158","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","mmoY; methane monooxygenase component A beta chain [EC:1.14.13.25]"
"1980","K16159","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","mmoZ; methane monooxygenase component A gamma chain [EC:1.14.13.25]"
"1981","K16160","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","mmoB; methane monooxygenase regulatory protein B"
"1982","K16161","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","mmoC; methane monooxygenase component C [EC:1.14.13.25]"
"1983","K16162","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","mmoD; methane monooxygenase component D"
"1984","K10700","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","ebdA; ethylbenzene hydroxylase subunit alpha [EC:1.17.99.2]"
"1985","K10701","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","apc; acetophenone carboxylase [EC:6.4.1.8]"
"1986","K17048","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","ebdB; ethylbenzene hydroxylase subunit beta"
"1987","K17049","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","ebdC; ethylbenzene hydroxylase subunit gamma"
"1988","K14746","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","ped; (S)-1-phenylethanol dehydrogenase [EC:1.1.1.311]"
"1989","K14747","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bal; benzoylacetate-CoA ligase [EC:6.2.1.-]"
"1990","K04112","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]"
"1991","K04113","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]"
"1992","K04114","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bcrA, badF; benzoyl-CoA reductase subunit A [EC:1.3.7.8]"
"1993","K04115","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bcrD, badG; benzoyl-CoA reductase subunit D [EC:1.3.7.8]"
"1994","K01612","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bsdC; vanillate/4-hydroxybenzoate decarboxylase subunit C [EC:4.1.1.- 4.1.1.61]"
"1995","K21759","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bsdD; vanillate/4-hydroxybenzoate decarboxylase subunit D [EC:4.1.1.- 4.1.1.61]"
"1996","K03186","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
"1997","K04105","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","hbaA; 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]"
"1998","K04107","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","hcrC, hbaB; 4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9]"
"1999","K04108","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","hcrA, hbaC; 4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9]"
"2000","K04109","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","hcrB, hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]"
"2001","K19515","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bamB; benzoyl-CoA reductase subunit BamB [EC:1.3.-.-]"
"2002","K19516","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","bamC; benzoyl-CoA reductase subunit BamC [EC:1.3.-.-]"
"2003","K07537","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","dch; cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100]"
"2004","K07538","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","had; 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.1.1.368]"
"2005","K07539","Degradation","Aromatic ring degradation","Aromatic ring degradation: Other pathway","oah; 6-oxocyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21]"
"2006","K01897","Degradation","Lipid degradation","Lipid degradation: other","E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
"2007","K00001","Degradation","Lipid degradation","Lipid degradation: other","E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
"2008","K00022","Degradation","Lipid degradation","Lipid degradation: other","HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"
"2009","K00121","Degradation","Lipid degradation","Lipid degradation: other","frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"
"2010","K00128","Degradation","Lipid degradation","Lipid degradation: other","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]"
"2011","K00149","Degradation","Lipid degradation","Lipid degradation: other","ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]"
"2012","K00232","Degradation","Lipid degradation","Lipid degradation: other","E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]"
"2013","K00248","Degradation","Lipid degradation","Lipid degradation: other","ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]"
"2014","K00249","Degradation","Lipid degradation","Lipid degradation: other","ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"
"2015","K00255","Degradation","Lipid degradation","Lipid degradation: other","ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]"
"2016","K00496","Degradation","Lipid degradation","Lipid degradation: other","alkB1_2, alkM; alkane 1-monooxygenase [EC:1.14.15.3]"
"2017","K00626","Degradation","Lipid degradation","Lipid degradation: other","E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
"2018","K00632","Degradation","Lipid degradation","Lipid degradation: other","fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"2019","K01046","Degradation","Lipid degradation","Lipid degradation: other","lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]"
"2020","K01054","Degradation","Lipid degradation","Lipid degradation: other","MGLL; acylglycerol lipase [EC:3.1.1.23]"
"2021","K01059","Degradation","Lipid degradation","Lipid degradation: other","LPL; lipoprotein lipase [EC:3.1.1.34]"
"2022","K01692","Degradation","Lipid degradation","Lipid degradation: other","paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
"2023","K01782","Degradation","Lipid degradation","Lipid degradation: other","fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]"
"2024","K01825","Degradation","Lipid degradation","Lipid degradation: other","fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]"
"2025","K04072","Degradation","Lipid degradation","Lipid degradation: other","adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"2026","K05939","Degradation","Lipid degradation","Lipid degradation: other","aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase"
"2027","K06445","Degradation","Lipid degradation","Lipid degradation: other","fadE; acyl-CoA dehydrogenase [EC:1.3.99.-]"
"2028","K07422","Degradation","Lipid degradation","Lipid degradation: other","CYP2U1; cytochrome P450 family 2 subfamily U polypeptide 1"
"2029","K07425","Degradation","Lipid degradation","Lipid degradation: other","CYP4A; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]"
"2030","K07508","Degradation","Lipid degradation","Lipid degradation: other","ACAA2; acetyl-CoA acyltransferase 2 [EC:2.3.1.16]"
"2031","K07509","Degradation","Lipid degradation","Lipid degradation: other","HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"2032","K07511","Degradation","Lipid degradation","Lipid degradation: other","ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]"
"2033","K07513","Degradation","Lipid degradation","Lipid degradation: other","ACAA1; acetyl-CoA acyltransferase 1 [EC:2.3.1.16]"
"2034","K07514","Degradation","Lipid degradation","Lipid degradation: other","EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"
"2035","K07515","Degradation","Lipid degradation","Lipid degradation: other","HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]"
"2036","K07516","Degradation","Lipid degradation","Lipid degradation: other","fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"
"2037","K07517","Degradation","Lipid degradation","Lipid degradation: other",""
"2038","K08765","Degradation","Lipid degradation","Lipid degradation: other","CPT1A; carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]"
"2039","K08766","Degradation","Lipid degradation","Lipid degradation: other","CPT2; carnitine O-palmitoyltransferase 2 [EC:2.3.1.21]"
"2040","K09478","Degradation","Lipid degradation","Lipid degradation: other","ACADSB; short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]"
"2041","K09479","Degradation","Lipid degradation","Lipid degradation: other","ACADVL; very long chain acyl-CoA dehydrogenase [EC:1.3.8.9]"
"2042","K10527","Degradation","Lipid degradation","Lipid degradation: other","MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]"
"2043","K12298","Degradation","Lipid degradation","Lipid degradation: other","CEL; bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]"
"2044","K13238","Degradation","Lipid degradation","Lipid degradation: other","ECI1, DCI; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"
"2045","K13239","Degradation","Lipid degradation","Lipid degradation: other","ECI2, PECI; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"
"2046","K13534","Degradation","Lipid degradation","Lipid degradation: other","PNPLA3; patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-]"
"2047","K13767","Degradation","Lipid degradation","Lipid degradation: other","fadB; enoyl-CoA hydratase [EC:4.2.1.17]"
"2048","K13951","Degradation","Lipid degradation","Lipid degradation: other","ADH1_7; alcohol dehydrogenase 1/7 [EC:1.1.1.1]"
"2049","K13952","Degradation","Lipid degradation","Lipid degradation: other","ADH6; alcohol dehydrogenase 6 [EC:1.1.1.1]"
"2050","K13953","Degradation","Lipid degradation","Lipid degradation: other","adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"2051","K13954","Degradation","Lipid degradation","Lipid degradation: other","yiaY; alcohol dehydrogenase [EC:1.1.1.1]"
"2052","K13980","Degradation","Lipid degradation","Lipid degradation: other","ADH4; alcohol dehydrogenase 4 [EC:1.1.1.1]"
"2053","K14073","Degradation","Lipid degradation","Lipid degradation: other","PNLIP, PL; pancreatic triacylglycerol lipase [EC:3.1.1.3]"
"2054","K14074","Degradation","Lipid degradation","Lipid degradation: other","PNLIPRP1, PLRP1; pancreatic lipase-related protein 1 [EC:3.1.1.3]"
"2055","K14075","Degradation","Lipid degradation","Lipid degradation: other","PNLIPRP2, PLRP2; pancreatic lipase-related protein 2 [EC:3.1.1.3]"
"2056","K14076","Degradation","Lipid degradation","Lipid degradation: other","PNLIPRP3, PLRP3; pancreatic lipase-related protein 3 [EC:3.1.1.3]"
"2057","K14085","Degradation","Lipid degradation","Lipid degradation: other","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]"
"2058","K14338","Degradation","Lipid degradation","Lipid degradation: other","cypD_E, CYP102A2_3; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]"
"2059","K14452","Degradation","Lipid degradation","Lipid degradation: other","LIPF; gastric triacylglycerol lipase [EC:3.1.1.3]"
"2060","K14674","Degradation","Lipid degradation","Lipid degradation: other","TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]"
"2061","K14675","Degradation","Lipid degradation","Lipid degradation: other","TGL3; TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]"
"2062","K15013","Degradation","Lipid degradation","Lipid degradation: other","ACSBG; long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]"
"2063","K15401","Degradation","Lipid degradation","Lipid degradation: other","CYP86A1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]"
"2064","K16816","Degradation","Lipid degradation","Lipid degradation: other","PNPLA2, ATGL; patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]"
"2065","K17900","Degradation","Lipid degradation","Lipid degradation: other","ATG15, AUT5; lipase ATG15 [EC:3.1.1.3]"
"2066","K18857","Degradation","Lipid degradation","Lipid degradation: other","ADH1; alcohol dehydrogenase class-P [EC:1.1.1.1]"
"2067","K18880","Degradation","Lipid degradation","Lipid degradation: other","ECI3, HCD1; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]"
"2068","K19523","Degradation","Lipid degradation","Lipid degradation: other","CPT1B; carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]"
"2069","K19524","Degradation","Lipid degradation","Lipid degradation: other","CPT1C; carnitine O-palmitoyltransferase 1, brain isoform [EC:2.3.1.21]"
"2070","K20495","Degradation","Lipid degradation","Lipid degradation: other","CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]"
"2071","K22283","Degradation","Lipid degradation","Lipid degradation: other","LIPC; hepatic triacylglycerol lipase [EC:3.1.1.3]"
"2072","K22284","Degradation","Lipid degradation","Lipid degradation: other","LIPG; endothelial lipase [EC:3.1.1.3]"
"2073","K22887","Degradation","Lipid degradation","Lipid degradation: other","CYP52M1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]"
"2074","K25824","Degradation","Lipid degradation","Lipid degradation: other",""
"2075","K00022","Degradation","Amino acid degradation","Amino acid degradation: Shared","HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"
"2076","K00128","Degradation","Amino acid degradation","Amino acid degradation: Shared","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]"
"2077","K00135","Degradation","Amino acid degradation","Amino acid degradation: Shared","gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"2078","K00137","Degradation","Amino acid degradation","Amino acid degradation: Shared","prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]"
"2079","K00149","Degradation","Amino acid degradation","Amino acid degradation: Shared","ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]"
"2080","K00166","Degradation","Amino acid degradation","Amino acid degradation: Shared","BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]"
"2081","K00167","Degradation","Amino acid degradation","Amino acid degradation: Shared","BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]"
"2082","K00249","Degradation","Amino acid degradation","Amino acid degradation: Shared","ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"
"2083","K00252","Degradation","Amino acid degradation","Amino acid degradation: Shared","GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]"
"2084","K00274","Degradation","Amino acid degradation","Amino acid degradation: Shared","MAO, aofH; monoamine oxidase [EC:1.4.3.4]"
"2085","K00276","Degradation","Amino acid degradation","Amino acid degradation: Shared","AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]"
"2086","K00382","Degradation","Amino acid degradation","Amino acid degradation: Shared","DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
"2087","K00632","Degradation","Amino acid degradation","Amino acid degradation: Shared","fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"2088","K00658","Degradation","Amino acid degradation","Amino acid degradation: Shared","DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"2089","K00811","Degradation","Amino acid degradation","Amino acid degradation: Shared","ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]"
"2090","K00812","Degradation","Amino acid degradation","Amino acid degradation: Shared","aspB; aspartate aminotransferase [EC:2.6.1.1]"
"2091","K00813","Degradation","Amino acid degradation","Amino acid degradation: Shared","aspC; aspartate aminotransferase [EC:2.6.1.1]"
"2092","K00824","Degradation","Amino acid degradation","Amino acid degradation: Shared","dat; D-alanine transaminase [EC:2.6.1.21]"
"2093","K00827","Degradation","Amino acid degradation","Amino acid degradation: Shared","AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]"
"2094","K00830","Degradation","Amino acid degradation","Amino acid degradation: Shared","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]"
"2095","K01426","Degradation","Amino acid degradation","Amino acid degradation: Shared","E3.5.1.4, amiE; amidase [EC:3.5.1.4]"
"2096","K01580","Degradation","Amino acid degradation","Amino acid degradation: Shared","E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
"2097","K01692","Degradation","Amino acid degradation","Amino acid degradation: Shared","paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
"2098","K01782","Degradation","Amino acid degradation","Amino acid degradation: Shared","fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]"
"2099","K01825","Degradation","Amino acid degradation","Amino acid degradation: Shared","fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]"
"2100","K01847","Degradation","Amino acid degradation","Amino acid degradation: Shared","MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]"
"2101","K01848","Degradation","Amino acid degradation","Amino acid degradation: Shared","E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]"
"2102","K01849","Degradation","Amino acid degradation","Amino acid degradation: Shared","E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"
"2103","K01965","Degradation","Amino acid degradation","Amino acid degradation: Shared","PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]"
"2104","K01966","Degradation","Amino acid degradation","Amino acid degradation: Shared","PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]"
"2105","K03334","Degradation","Amino acid degradation","Amino acid degradation: Shared","IL4I1; L-amino-acid oxidase [EC:1.4.3.2]"
"2106","K05597","Degradation","Amino acid degradation","Amino acid degradation: Shared","aspQ, ansB, ansA; glutamin-(asparagin-)ase [EC:3.5.1.38]"
"2107","K05606","Degradation","Amino acid degradation","Amino acid degradation: Shared","MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"
"2108","K07250","Degradation","Amino acid degradation","Amino acid degradation: Shared","gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]"
"2109","K07511","Degradation","Amino acid degradation","Amino acid degradation: Shared","ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]"
"2110","K07514","Degradation","Amino acid degradation","Amino acid degradation: Shared","EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"
"2111","K07515","Degradation","Amino acid degradation","Amino acid degradation: Shared","HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]"
"2112","K09251","Degradation","Amino acid degradation","Amino acid degradation: Shared","patA; putrescine aminotransferase [EC:2.6.1.82]"
"2113","K09699","Degradation","Amino acid degradation","Amino acid degradation: Shared","DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]"
"2114","K11263","Degradation","Amino acid degradation","Amino acid degradation: Shared","bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"
"2115","K11358","Degradation","Amino acid degradation","Amino acid degradation: Shared","yhdR; aspartate aminotransferase [EC:2.6.1.1]"
"2116","K13524","Degradation","Amino acid degradation","Amino acid degradation: Shared","ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]"
"2117","K13566","Degradation","Amino acid degradation","Amino acid degradation: Shared","NIT2, yafV; omega-amidase [EC:3.5.1.3]"
"2118","K14085","Degradation","Amino acid degradation","Amino acid degradation: Shared","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]"
"2119","K14268","Degradation","Amino acid degradation","Amino acid degradation: Shared","davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]"
"2120","K14454","Degradation","Amino acid degradation","Amino acid degradation: Shared","GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
"2121","K14455","Degradation","Amino acid degradation","Amino acid degradation: Shared","GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
"2122","K15791","Degradation","Amino acid degradation","Amino acid degradation: Shared","DHKTD1; probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 [EC:1.2.4.2]"
"2123","K16871","Degradation","Amino acid degradation","Amino acid degradation: Shared","POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]"
"2124","K18472","Degradation","Amino acid degradation","Amino acid degradation: Shared","accD6; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"2125","K25316","Degradation","Amino acid degradation","Amino acid degradation: Shared",""
"2126","K25317","Degradation","Amino acid degradation","Amino acid degradation: Shared",""
"2127","K17217","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]"
"2128","K01758","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","CTH; cystathionine gamma-lyase [EC:4.4.1.1]"
"2129","K00456","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","CDO1; cysteine dioxygenase [EC:1.13.11.20]"
"2130","K00024","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","mdh; malate dehydrogenase [EC:1.1.1.37]"
"2131","K00025","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","MDH1; malate dehydrogenase [EC:1.1.1.37]"
"2132","K00026","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","MDH2; malate dehydrogenase [EC:1.1.1.37]"
"2133","K16844","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]"
"2134","K16845","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]"
"2135","K16846","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]"
"2136","K17950","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]"
"2137","K01011","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
"2138","K00816","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","CCBL; kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]"
"2139","K01760","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"2140","K14155","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"2141","K05396","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]"
"2142","K09758","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","asdA; aspartate 4-decarboxylase [EC:4.1.1.12]"
"2143","K22207","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","LCD; L-cysteine desulfhydrase [EC:4.4.1.28]"
"2144","K20021","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","E4.4.1.28; L-cysteine desulfidase [EC:4.4.1.28]"
"2145","K10712","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","ADO; cysteamine dioxygenase [EC:1.13.11.19]"
"2146","K00485","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","FMO; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]"
"2147","K03851","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","tpa; taurine-pyruvate aminotransferase [EC:2.6.1.77]"
"2148","K15372","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","toa; taurine---2-oxoglutarate transaminase [EC:2.6.1.55]"
"2149","K03852","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","xsc; sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]"
"2150","K15373","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","isfD; sulfoacetaldehyde reductase [EC:1.1.1.313]"
"2151","K18966","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","GADL1, CSADC, ADC; sulfinoalanine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.29 4.1.1.11]"
"2152","K07255","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","tauX; taurine dehydrogenase small subunit [EC:1.4.2.-]"
